Timestamp,What is your Recitation/Group Number? (E.g. B1-1... double check with your TA/instructor if you're not sure!),Anti-racist solution to address the historical context in which society is situated,Anti-racist solution for the structures/society in which these people are embedded,Anti-racist solution for the people behind the technology,Anti-racist Solution for the racist technology in our case study,How much money would you allocate to your solution for history?,How much money would you allocate to your solution for structures/society?,How much money would you allocate to your solution for the people behind the technology?,How much money would you allocate to your solution for fixing the technology itself?,"Is 100 billion is enough money to address the problem you seek to solve? If so, why? If not, how much more would you need to be successful? Also, if not, which of the 4 categories above would you allocate the majority of the extra funding to and why?"
10/21/2021 16:38:39,D2-3,Identify the causes of structural inequalities throughout history and break the cycle of institutional racism so these problems can be quashed before it becomes a truly impossible project. Right wrongdoings and utilize legislation to safeguard against racism in our society.,"showing history related to current events, such as the time when black migrants would migrate for safety yet still get persecuted by police and other white men as it is similar to now where people of color need to record themselves when pulled over for safety and to change this the best thing to do would be to teach them from a young age the importance of a human being, and how one shouldn't be defined by their color. Another way to address/change this would be to see the algorithm where crime has constantly happened more against people of color than others and decide that it is time to take a step forward and stop what is happening by placing more people of color into high job positions so that the structure doesn't matter anymore. Any potential challenges that may arrive, you can tackle them by using a logical standpoint where you could talk about the benefits of a better society by having everyone be on equal terms","Make the underlying decision that these companies make completely transparent to the public. Nowadays, society and social media has increasingly been more impactful on the actions of companies and regulations. If there are racially targeting action being done, then they will face the full repercussions from the public. Another thing that can be done is having a large diverse group of people judging the decision being made by the company and they take action and regulate the ethics of that company. ","Rather than using past arrest data, create an entirely new data set to isolate the algorithm from bias integrated into society. Without the data from overpoliced black communities and arguably underpoliced white ones, instead using unbiased (to the best of human ability) points from a closely monitored sample, the algorithm can become less racist. The set could possibly come from equally distributing policing by pure population and monitoring arrests, taking care to follow strict rules to avoid racist bias. Holding the police accountable entirely for actions deemed outside the law, so that acting purely on preconceived notions and what might be thought of as ""past experience"" with a race can be held back, arrests being made on the doctrine of law and law only.",15,40,10,35,"100 billion USD is nowhere near enough funding to address the boundless problem of racial bias and inequality in society. The US government spends hundreds of billions more per year on healthcare, defense, and many other programs which still struggle to make a lasting impact of help in society. Billions if not trillions more would be needed to truly enact eternal structural change, fighting against income inequality and centuries of bias. The most important of the 4 categories above is structural, because it directly influences the human aspect more, and by proxy, algorithms like PredPol. Historical change, while important as ever, is slower and farther removed from the core of the problem."
10/22/2021 14:24:11,D3-3,Two possible solutions: We can come up with a social and educational reform.,"Implement government policies that deconstruct out current structures in policing and rebuild them as bias free as possible. While this is a taxing and long process, I think it may be the best course of action for removing those biases from our society. If we continue to use the structures that were built on racial bias, we are propping up that bias and allowing it to continue to reproduce itself within our daily world.","Make sure the group of people making the underlying decisions in policing is diverse and reprasentative of the population who will be affected by the algorithms output/predictions. This way, marginalized groups have a say in the decisions, and the chances of making racially biased ones will decrease as a result.","Create a layered screening process that makes sure the policing data is representative racially, geographically, socio-economically, and looks for/notes patterns that may be a result of past or current racial bias. Put the proxy variable through this process before bringing it into the algorithm.",20,40,10,30,"The poor spending habits of the United States demonstrates that 100 Billion is not enough and this will need constant funding. The amount of debt that has built up is proof, who is to say that inflation will not affect this program. The United States introduce slavery back in the 1800, and the discrimination against those of color still exists today. In order to have a reform, this will take time and money. Constant funding is key."
10/22/2021 14:25:15,D3-4,Another way we could work to get rid of the historically racist america is to make sure in schooling even from the youngest levels that kids are taught to be anti racists and especially country wide. Many places (the south) still intentionally teach some racist ideals just because the culture is still often unfortunately like that in more rural areas of the country where society hasn't caught up to the rest of the country. ,"We need to reconstruct the policing system. Use a small sample size of cities that use a different policing system and see how well it works. If it does work, slowly start spreading it to bigger cities and see how well it works there. If that works, spread it everywhere else. If either of these fail, create a new system and start over.",This is the hardest one to change as these kinds of decisions aren't always obviously or even apparently racist as these are small decisions that may not immediately have a huge impact. In order to change or address these we need to remove people who have been making these decisions from whatever positions they may be in. This may seem harsh especially for small things but this would inspire the idea of anti racism. ,"A bigger sample size like posts from social media like Instagram would be a better sample size, then getting data from smaller apps like the Facial recognition video. It has a larger data set with alot of diversity.",35,30,10,25,"No, this is because two of our solutions are reframing both the education system and the policing system and these two things alone would probably take up way more than the 100 billion dollar budget. The education system by itself would potentially be a trillion dollar change as you would have to change things like some teachers, rewrite the standardized books , and even reform the governing bodies that control the schooling per state and at a national level. "
10/22/2021 14:28:38,D3-2,"We should have programs in school for teaching young and impressionable kids about the past and how racist it is. Then, we can have these programs convert them to be anti-racist so that way they can build a society that is not racist.","Another option is to make the core parts of society easier, making the system so everyone and anyone are able to instantly adapt to society's standards and live without too much hardship. This will change class systems where one person with a higher position will never look down or underestimate the lower positioned people and see eye to eye that they are equal.","It's best not to underestimate people and the issues where it's common for 3 out of 5 people employed in a low-class job are one of those things that allow people to change the way they think. And this is what it takes for them to make these decisions, underestimating those under them in profession, economic, political, or financial standing. To fix this society needs to structure these aspects in a way that it is accessible to everyone.","To change this we need to identify the variables that will certainly lead to racial bias, and after identifying these variables, the developers will work around and use data that does not target anything specific other than raw data. Developers must make sure the algorithm is structured in a way so that the system won't make any assumptions based on specific types of people, instead only on raw data and variables given to it.",30000000000,30000000000,20000000000,20000000000,"100 billion would not be nearly enough to address the fundamental problem of racism in our society because it will continue so long as the idea of race exists. No matter how much we change, there will always be these few people that would come together and be biased against a certain race. However, if we were to consider how much budget maybe the net worth of the US so that we may continuously fund our project so that it will continue to root out racism in our system. 
We think the categories that would allocate the most resource would either be history or structure, as they fixate on building education or helping those that are unemployed in some way.
"
10/22/2021 14:32:41,D3-1,Question 1 : We would change the way that police officers have to get trained in order to get their occupation. The new training would make sure that nobody works in law enforcement before they are mostly likely not racist.   Question 2 : We would add more black history into the school's educational system and raise more awareness about all the racism black people still have to face up until this day.,Question 3: We would teach kids at such an early age to coexist more with people that don't look as similar to themselves this way the difference of skin wouldn't trigger any racial biases.  Question 4: We would try to make people more conscious about all the racial biases and discriminations they might have done subconsciously by giving them examples and revealing to them where the problem is at.,Question 5 : We would address that problem through making sure that it doesn't happen again through developing an algorithm that can spot the real intention of the people behind these decisions.  Question 6 :	We would avoid that from ever happening again through hiring more people that are black/from marginalized communities this way the underlying decisions are less likely to be done so in a racially biased way.,"Question 7: We would first try to find the proxy variable used in the algorithm and try to develop a more objective and less racially biased algorithm that does the exact same job the first one was given.  Question 8 : We would try to raise people's awareness about the fact that the algorithm isn't as objective as we might think it is, this way more human resources would be relied on instead of just algorithms.",20,20,30,30,"Yes it is enough money to address the problem we are seeking to solve because if one of the biggest cities in the whole world is run for around that amount, if it was all smartly used to combat racism it would be enough."
10/22/2021 14:39:02,D3-5,"We can introduce more curriculum(s) in secondary schools that go into more depth about the history of racism. Changing secondary curriculum educates a larger population of people, as most people don’t attend post secondary school.  (cost: 1.6 billion per curriculum) (spend 8 billion for 5 curriculums, assume we are adding more than one as there are multiple facets to racism)  We can include/fund more research in structural racism to break down and look into more data and history to update old curriculums. (cost: $100,000 per research, additional 1.6 billion to replace/reform old curriculums)","People can form commutative groups to help solve the problems of racism they face in their community. This will also help people understand different points of views for each other. The fund will be 15 billion for specific resources needed for people to express their opinions and for communities to be accepted by one another. (implemented in spaces like college, funds to help with these programs/clubs)","We could use the money to set up funds in the form of foundations, college tuition, etc. to help people who were affected by racism and for communities that have faced adversity due to history.",We will stop and limit the use of algorithms that  have a racist bias by blocking the way in which the proxies are created. If there is a set of common code or if there is a common technique used to tell this specific proxy to prefer one race to another than we will decode it and shut it down we will do this by  starting an organization that’s only job is to search the web for proxies and codes that are created to be racist but our group will also shut the server down and block that specific coding from being used again by a another server. (cost: 15billion) ,15000000000,15000000000,30000000000,40000000000,I believe no amount of money will solve this problem completely! But an additional 50 billion will help decrease the amount of racism people deal with . I think the extra  50 billion should go straight to technology because we live in a world where technology runs everything and to reach many people in a more efficient way to help end this problem we must add extra money to the technology category.
10/22/2021 15:38:21,D4-5,"One way that you can change the fact that ""American society has been historically unequal and discriminatory, and structural racism is reproduced over time"" is by destroying all stereotypes when it comes to job titles, crime rates, and everyday life. For example, the idea that jobs like nurses and secretaries are to be done by women should be dismantled in our society. This would help get rid of premeditated negative connotations of certain groups of people. A way to get rid of these stereotypes would be to up the employment rate of the other gender/races in these jobs that are dominated by one gender or race. Also, we need to educate people on the idea that anyone can do any job. ","We need to realize the huge impact zoning laws and redlining of areas had on people of colour and that we need to work on changing it. For instance, zoning laws can be used as an incentive for people to invest into building diverse communities, and trying to ensure that low income housing can be affordable. This is so people who rent can instead become homeowners and thus have a more active involvement in the economy of the country. By incentivising diverse communities to be built, a more diverse group would have access to utilities in areas that are already developed, while affordable housing would promote the better access of utilities like libraries and parks in low income areas.","We can raise public awareness of racial bias by spreading it on the news and social media that the people who made these underlying decisions did so in a racially biased way, as kind of like a shame method. This will most likely shame and embarrass them into making a change. Some challenges that might occur is more protesting and fighting against the police force, but hopefully the people can realize the whole algorithm is the problem because it was made in a racially biased way","To change the fact that ""the algorithm developers chose a proxy variable that had racial bias"", we need to have people double checking the proxy variable that is used. The algorithm developers might not be conscious that they are making racially biased decisions. Therefore, to make sure that it doesn't happen, we need people to double check and vote on  the proxy variable that they are using. However, there are people who are going to go against that because they might think that it’s a waste of time and that there can't really be anything that could go wrong with using algorithms.",20000000000,40000000000,20000000000,20000000000,"As of right now, we think 100 billion is not enough money to address the problem we seek to solve because even $100 Billion isn’t enough for our Structural Plan, being that the federal government already spends that per year on low-income housing. With the additional programs: affecting news, labor, and high-level technology, the total will be even more. We could see $1 Trillion working."
10/22/2021 15:44:17,D4-1," To combat the issue of structural racism in policing and in America as a whole, would be to hold the police and various other organizations that may unequally treat Black Americans (Insurance market possibly) more accountable for their actions. For policing specifically, there needs to be the abolishment of severe revamps in the idea of qualified immunity - the ability for police officers to act unlawful in an event that is ""out-of-line"". While it is valuable if the police officer was threatened by a gun, most Black Americans are subjected to aggressive force used by the police such as in the case of George Floyd. Removing the immunity would hold the police and the departments liable for any acts that can be considered discriminatory and over the top. While this does not stop the racial bias in PredPol or the policies' discriminatory behavior, it would hold them accountable which to some extent, may help aid in the creation of less structural racism.  To combat the historical aspect of racism, there should be some form of racial bias education sessions mandated by all elementary schools and taught throughout the K-12 system. In hopes to maintain a community that does not actively have racial bias in the workforce, the training sessions should also exist in the workforce.","We can address the fact that racial biases and discrimination are structurally built into our society by acknowleding where certain races are disadvantaged and where we can improve as a country. For example, we can work to improve the POC experience when it comes to healthcare and make sure that they receive the same resources that white patients have. As aforementioned, we can fund the improvement and development of POC-majority institutions that are neglected or are disadvantaged due to this fact, such as schooling.","We would address this by suggesting that the people who submit information being used for the algorithms include a wider range of different neighborhoods, instead of mostly black dominant neighborhoods. We would also address this by making sure the police officers who are giving information for the algorithms don't have any racial biases, by also doing background checks on social media accounts and if they have been punished for excessive use of force against people of color. Another policy to add would be a statistic only policy for the data being submitted, and the data would be required to pass a verified statistic only test.","This has some sense to it from the outside peoples views but at the same time no sense at all. These developers chose these networks and data and put them together. Data can be altered.They could try to go back and make a much more advanced and specific algorithm starting from scratch with ""unbiased"" workers. By this, we can collect a much larger and diverse data set to create our algorithms from. At the end of the day we'll never know the true bias of the workers though.",20,39,1,40,"I don’t think 100 billion is enough money to address the problem we seek to solve on a long-term scale. While we fund anti-racist intiatives and programs within the U.S. to forward this idea, racist individuals will continue to exist within the country. Ideally, we would obtain 100 billion for every 3-5 years to actively support our ideas. If we were to have the extra funding, we would divide the same amount of money to each category as specified. 
"
10/22/2021 15:45:20,D4-4,"The change in structural racism that can be reproduced overtime can be a change in government/state policies. The policies that affect minority groups and groups of color should be either restructured or eliminated. One of many policies that hurt the African American community was in 1933, when the federal government established the Home Owners' Loan Corporation to expand homeownership as a part of recovery from the Great Depression. The Corporation split up the races and left the black homeowners in vulnerable terms. With multiple court hearings, policy analysis, and multiple policy changes. Each policy could possibly cost a few billion dollars. We could reshuffle assets around and how things are run. So given this an estimate could definitely be up to 40 billion dollars. ","Opportunity, freedom, and prosperity does not have an equal affect towards everyone. Many families are facing severe economic problems because of structural barriers preventing them from thriving in a strong economy. Structural barriers are reasons for poverty and that needs to change. Best way to change this is to address the unfairness that the safety net programs are providing. Policymakers can also take action and evaluate proposals. Safety net programs can cost upwards to billions. With safety net programs being restructured it can cost anywhere up to 10 billion to 30 billion dollars. With millions of families out there each million can value 1000 families to provide. ","Decisions are made and accepted by people of different races before they can be made. Policies are made all the time. If you want proper checks going through these decisions that will be made through a board. To make sure these decisions don’t have any racial bias. If they do, the board will give them a fine or move them off their position. With having a board of checks it may cost up to 30 billion all the analytics, researchers, and resources to make the big decisions of not making the final decision racially biased. ",Proxy variables in algorithms can cause bias in a program. A solution to fix this is to have diversity in employees in creating programs. Having a board that analyzes data sets and proxy variables. Having multiple algorithms analyzing different data sets that come with different results that create the final result. This could possibly cost up to 30 billion dollars. Collecting all the data and putting it into algorithms can be costly. Technology itself is definitely costly. ,40,30,30,30,"A 100 billion dollars is definitely not enough because each solution is costly and time consuming if you want to get it right. Accumulating technology, policies, boards, and employees will definitely be costly. We need extra money to cover our solution for years to solve the solution.
"
10/22/2021 15:46:12,D4-3,"Redlining is a form of  structural racism. Back then it was literal segregation in schools and black students getting harassed just for attending schools, now we don't have that but instead, neighborhoods and schools with predominantly white people get a better education and more money while areas with minorities and/or people of color do not receive better education and money. A solution could be a requirement where states look at areas/neighborhoods where redlining occurs the most and start after school programs or programs that help minorities and people of color receive better education, and better opportunities in their communities and schools.   Provide courses for students Additional resources/ tutoring Transportation Teachers","Employers should not be choosing who they hire based on the color of employees skin, it should be based on if they meet the qualifications for the job they are seeking. Having more police in just one area is not fair, of course there will be more crime getting caught because there is more police, if there is police added to one place it should be added everywhere. Police should get more training on what to do in certain situations, and how to handle it.","Human  (Questions 5 and 6 on your Homework) It can be argued that not everyone who made the underlying decisions was meaning to be racial biased, so we could address it in a way where those who are responsible in making these underlying decisions need to be more responsible in checking for racial bias and to have more focus on this problem. Knowing that this occurs, those responsible should have a diverse group of people check their work so they can get more opinions and viewpoints and catch the racial bias before it is public and affecting our society negatively.  If the people who made the underlying decisions are intentionally racially biased then there should be a repercussion and they should no longer be responsible for making these underlying decisions. To make change we also need to focus on where the people making these decisions get their information from because there is racial bias already built into our society so the racial bias may not come from them, but to change this we must try to eliminate racial bias from the information we receive. Doing that would be very difficult and take lots of time so we should also educate and train people making these underlying decisions to be able to detect racial bias to avoid them from using it in their works, like an algorithm.","7)In order to avoid proxy variables with racial bias, have a team look through various variables and only allow ones without any biases. Without racial biased the algorithm would be fair and equal and not just based on racism from the creators. 8) Have a system already in the algorithm to take out and filter racial bias. So then the algorithm will be based on facts and statistics and not just the creators racist intentions. ",40,20,30,10,"No 100 billion isn’t enough money to address the problem. To be successful we would need 200 billion more, totally 300 billion. We would allow the majority of the extra funding to go to the structural category because we want to eliminate racism and all the problems that come from it in the most effective/ successful way, we would prefer to start from scratch and rebuild and reshape programs, institutions, education, etc. To eliminate racial bias and racial problems most effective way.
"
10/22/2021 15:49:16,D4-2,In order to change the fact that America has been historically unequal would be to have the government further provide funding to less privileged schools. That way students would have better understandings of discrimination against other races. ,,"We should give the people more power, while also removing the people who are currently in power. We should give the power to reject certain government decisions. If we remove the people who make the racially biased decisions, and replace them with a diverse group of individuals, we will create a diverse group of people who are in power.","We should remove the algorithm instead of relying on it to assume the strength of a police force before action is even taken. Maybe you should send a standard amount of forces to each area, and if the need for more forces arises, then you adjust the police force in that area accordingly.",45,20,15,20,"I think it would be enough. Our solutions would not cost too much, assuming that the fourth solution would only involve allocating resources. The first category would most likely be given most of the budget due to the work that is needed."
10/22/2021 16:24:03,D4-4,"The change in structural racism that can be reproduced overtime can be a change in government/state policies. The policies that affect minority groups and groups of color should be either restructured or eliminated. One of many policies that hurt the African American community was in 1933, when the federal government established the Home Owners' Loan Corporation to expand homeownership as a part of recovery from the Great Depression. The Corporation split up the races and left the black homeowners in vulnerable terms. With multiple court hearings, policy analysis, and multiple policy changes. Each policy could possibly cost a few billion dollars. We could reshuffle assets around and how things are run. So given this an estimate could definitely be up to 40 billion dollars. ","Opportunity, freedom, and prosperity does not have an equal affect towards everyone. Many families are facing severe economic problems because of structural barriers preventing them from thriving in a strong economy. Structural barriers are reasons for poverty and that needs to change. Best way to change this is to address the unfairness that the safety net programs are providing. Policymakers can also take action and evaluate proposals. Safety net programs can cost upwards to billions. With safety net programs being restructured it can cost anywhere up to 10 billion to 30 billion dollars. With millions of families out there each million can value 1000 families to provide. ","Decisions are made and accepted by people of different races before they can be made. Policies are made all the time. If you want proper checks going through these decisions that will be made through a board. To make sure these decisions don’t have any racial bias. If they do, the board will give them a fine or move them off their position. With having a board of checks it may cost up to 30 billion all the analytics, researchers, and resources to make the big decisions of not making the final decision racially biased. ",Proxy variables in algorithms can cause bias in a program. A solution to fix this is to have diversity in employees in creating programs. Having a board that analyzes data sets and proxy variables. Having multiple algorithms analyzing different data sets that come with different results that create the final result. This could possibly cost up to 30 billion dollars. Collecting all the data and putting it into algorithms can be costly. Technology itself is definitely costly. ,4000000000,1500000000,3000000000,3000000000,"A 100 billion dollars is definitely not enough because each solution is costly and time consuming if you want to get it right. Accumulating technology, policies, boards, and employees will definitely be costly. We need extra money to cover our solution for years to solve the solution. 

"
10/22/2021 16:43:31,D1-2,"A possible solution would be to inform the next generation of systematic racism. As a part of a generation of future parents, it is going to be our job to inform our children about accepting people for having differences. Not only will we be responsible, as there will also be a national education reform that would allow students to learn history from different perspectives, and would also teach students about historical significance.",A possible solution would be to create a new department of the Judiciary Branch that would be able to review laws and cases specifically for racism occurring in them so that hopefully racism will no longer be involved in the government.,"A possible solution would be to hold all people accountable for the decisions they made with racial bias. To avoid this, people should expand their social and cultural environment and we should change the societal norms. There will be institutions that will provide people with the information needed to make this change.","The algorithm may have been effective, but the data that was being input could have been racist. If the government spent more money to get accurate data, then the algorithm may have worked as expected.",20,40,20,10,"100 billion is enough money to address the problem with the way we are looking to solve it. $100 billion is a lot of money that can be used to do a lot of good. If the entire city of New York, one of the biggest cities in the USA, had a $100 billion budget then we could probably do a lot of good with that same amount of money. The only category that we might want to allocate more money towards would probably be structural because we would have to hire new employees and actually set it up and make sure it works. Everything else can be done without needing more money."
10/22/2021 16:53:36,D1-1,You can’t change the past. Addressing this in our school system will have a major impact for future generations. Adding an incentive for people to take a class in high school  and reward the student with more financial aid will impact future generations' views on racism. A class like a racial study or history mainly focusing on how the American society has historically been unequal and discriminator and how structural racism is reproduced over time would greatly educate the students that will lead the future.,"The police choose to target certain areas where there are more minorities to stop crime and when the crime rate in those areas lower down they decide to stay there instead of moving on to another area where the crime level is actually a risk. Instead they shouldn't be bias and stay in one area and focus on one specific group, instead they shouldn't target people of color. Additionally by reducing the exposure and highlighting of negative impacts and bad news of non-white especially blacks, and they should be highlighting the goods of non white in our media which helps the reducing of racial biases in our society and in its’s structural level.","Having a bias doesn’t make  a person bad, however, and not every bias is negative or hurtful. It’s not recognizing biases that can lead to bad decisions at work, in life, and in relationships. For instance if a crime were to take place, and a person of color were to walk by, they would immediately be stopped based on how they look and how they may carry themselves. Another way to address this is creating tests with people of  all different cultures to test out software and big companies that we rely on heavily in our lives.",When making the algorithms have it mandated that you have to have X amount of people of color working on it to eliminate as much bias as possible. As well as when you train the algorithm make sure if you have X amount of photos of white people you have the same amount of minority photos.,40,25,25,30,"100 billion is not enough money to solve racism through our solution. We believe that increasing the amount of money allocated in our Historical would greatly impact and start a heavy impetus for structural, societal, technological change in the racial problems. Our solution that involves Historical includes the educational systems, and if  we want a great change we need a great amount of money to have a great impact on the education of students.
"
10/22/2021 16:54:47,D1-5,"The biggest way to break away from history and racist ideology taught to society is the past, is to teach the young people of today a revised version of history that acknowledges the intentional origins of racism and different perspectives (new textbooks/curriculum etc.). One problem with this is if people aren’t able to afford education. It is ideal if universal education in America included higher levels of education or if the cost of university was lower. America has much higher tuition compared to the rest of the world.","In today’s society, racism exists, throughout history racism has definitely evolved. However, in order to erase it completely from society, a change in its structure is necessary. The consequences for racist behaviors should be stricter and have a significant weight in society.  Many old fashioned structures still exist today which need to be gone as a result of evolution in everything. As time passes overtime, if you don’t keep up with it, then it can create unbalanced and produce unusual results and byproducts, which in this case is racism.","One way to change the fact that ""people who made the underlying decisions did so in a racially biased way”, is to expose people to more diverse situations on things like social media and in schools. We could teach children to be more accepting and understanding to people of a different race to eliminate the racism built up by their parents and their upbringing. We could also monitor the amount of hate speech on social media. There should also be more representation of minorities on major media platforms so people are exposed to diversity.",To change racism and bias at a technological level you need to have a good data set. “make sure that people do not overlook anything in the data set. They have to be careful to include everyone in the data set so that one person or thing is favored over another. This will prevent anything that can make the algorithm racist”.  The algorithm should be reassessed and should use different data sets that it may learn from.,15,15,30,40,"Yes, we think that 100 billion dollars is enough money to solve this problem in the U.S. We allocated the majority of the extra funding to the technological aspect because to create new datasets we would have to run a lot of more experiments and simulations in order to make it more representative of the real world demographic.
"
10/22/2021 16:55:21,D1-4,"Economics plays an important role in racism and decides the starting point of a person. Higher class has more knowledge and is being less discriminated against. We should end poverty first.  We can try to change it by trying to address the source of the unequal and discriminatory racism in poverty stricken areas. Which includes giving more funding to poor areas of the city and trying to desegregate communities between the poor and middle class.  Systemic change is required to address this issue, reform needs to happen in many places, including budget distribution, more information being made public, and outdated laws need to be updated to fit the modern age.","Racial biases are built into our society as there is gerrymandering that directly correlates to making votes a bit more unequal during counts. This puts communities at a disadvantage when voting for new electors and ultimately voting for different policy changes. And we can change the landscape of each zip code to be more diverse, rather than carrying one community.","We feel that they might have done so in a biased way to try and force more segregations. As by rating communities to be yellow or red, it makes them have less values, and they correlate minority communities directly in their results. Showing they may have done this with minorities in mind. And they can fix it by completely rewriting the algorithm and testing it among sample cases to check for biases in the algorithm.  One of the biggest inequalities in health care. We should try to expand the accessibility to basic health care to everyone","Provide free internet access to low-income families since a portion of them are in the minority groups. The Internet can educate people, so they can learn and connect to each other to find better ways to end racism. The algorithm developers did choose the proxy variable that had racial bias because they didn't put much effort in analyzing the effects of the racial bias. And their hospital code that analyzed people racial bias had already affected thousands before they even began to check the problems in their code. They can change it entirely and choose a new proxy variable within the code. And test it before releasing them.  Put more funding and budget into  local open access to technology like library computers, public internet access, and information.  Even if they choose a proxy variable, instead of having one set of data that is racially biased, the algorithm should include other sets of data to make it not as racially biased.  The proxy variable used to extract data is incredibly important to the overall implementation of an algorithm. Just as the output should be closely monitored by experienced individuals, the inputs should also be closely, if not more closely monitored and reassured to be accurate at accomplishing the intended goal before an algorithm is ever used.",10,20,35,35,We feel that it is not enough to just completely change the entire structural racism inputted on the society while also fulfilling the human and technological aspects. We need at least 1 trillion dollars to help and have a major effect in trying to prevent racism in America. We would allocate the majority of the extra funding to the structural aspect and a portion of funding towards the structural category. This is because these are the main problems that further reproduce racial problems. This is because the structural category affects through direct correlation to reproduce more racism throughout generations. It’s extremely difficult to know exactly what amount is required to accomplish this task because racism itself is hard to tackle and provide a feasible solution.
10/22/2021 16:58:35,D1-3,"“I think the first step to addressing racism is undertsanding how inequality, racism and discrimination were orignated and why people use them. Understanding is the first step to solving the problem.” The only way we can move forward in the algorithm and its data is understanding that we are all equal and what happened in the past should not continue in the future. The first step to solving this is, acting as a whole and working together to implement that this is the wrong way to live life. Doing certain events and hosting talks, etc can help change the history of racism and change it for the better. “ We cannot change what has happened in the past, but we can change what happens in the future.”",To change society on the structural level we need to look at the aspects and events that happen in their everyday lives“look towards basic aspects of society like education and the amount of socially funded events that are usually meant to boost a community.”. Racism comes at a disconnect from person to person. The solution I propose is simply having more connections from person to person. This can come mainly from social events and gatherings where we can not only share culture but share a conversation to help grow connections to people from all over the world. It has been shown through multiple interviews and recorded conversations that it is easier to badmouth a person you don’t know or haven’t spoken to.,"“By examining morals, we are able to go more in-depth as to why people choose to view others differently due to physical looks. By enforcing the idea and acknowledging why we are different from one another by physical aspects only, it should introduce a norm within society that the only difference we have is our own mentality. Morals are ever changing, it’s justified within itself that change is necessary to further understand our actions and beliefs. In a realistic environment, a movement is possible but impossible without force. To keep this appropriate, it would be wise to support / organize a movement to change the education system to become more individual-orientated rather than teaching. Being able to give such ideas and norms to younger audiences will allow for them to grow with the ideas. Essentially reforming the education system”","“Another thing the developer could do is look at the variable from multiple angles and get more of the full story so it's no longer biased but a collective of different perspectives and angles so it's a lot less biased than just one angle.” Essentially, you could have multiple different inputs for the data used in any algorithm so that the data, while not fully eliminating racism and bias, will still decreese it enough where it should make a huge difference. This could be created into an algorithm that can loop through the data and people and look at them in a more case by case sense rather than saying the data fits everyone. ",10000000000,45000000000,10000000000,45000000000,"Yes 100 billion dollars is more than enough, We think this is enough because we the people collectively will be able to come together to solve this problem."
